,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
7048,5740,686RJ36-SG,686RJ36,,-1.000000,100,,NSE,1.000000
7049,5892,699TR36-SG,699TR36,,-1.000000,100,,NSE,1.000000
7050,5889,693AP38-SG,693AP38,,-1.000000,100,,NSE,1.000000
7051,5926,INTELLECT-EQ,INTELLECT,,-1.000000,1,,NSE,10.000000
7052,5938,MONTECARLO-EQ,MONTECARLO,,-1.000000,1,,NSE,5.000000
7053,5986,688KA31-SG,688KA31,,-1.000000,100,,NSE,1.000000
7054,5967,704AP34-SG,704AP34,,-1.000000,100,,NSE,1.000000
7055,6012,JAINAM-SM,JAINAM,,-1.000000,500,,NSE,5.000000
7056,595,CARBORUNIV-EQ,CARBORUNIV,,-1.000000,1,,NSE,5.000000
7057,6096,697TN31C-SG,697TN31C,,-1.000000,100,,NSE,1.000000
7058,6048,PASUPTAC-BE,PASUPTAC,,-1.000000,1,,NSE,1.000000
7059,603,865IRFC29-NA,865IRFC29,,-1.000000,1,,NSE,1.000000
7060,6017,EVERESTIND-BE,EVERESTIND,,-1.000000,1,,NSE,5.000000
7061,614,663UP30-SG,663UP30,,-1.000000,100,,NSE,1.000000
7062,6278,MEDICAMEQ-EQ,MEDICAMEQ,,-1.000000,1,,NSE,5.000000
7063,6297,HEALTHY-EQ,HEALTHY,,-1.000000,1,,NSE,1.000000
7064,6302,APOLSINHOT-EQ,APOLSINHOT,,-1.000000,1,,NSE,10.000000
7065,6351,702AP36-SG,702AP36,,-1.000000,100,,NSE,1.000000
7066,6479,703MN31-SG,703MN31,,-1.000000,100,,NSE,1.000000
7067,6407,LAMBODHARA-EQ,LAMBODHARA,,-1.000000,1,,NSE,1.000000
7068,68,684TS40-SG,684TS40,,-1.000000,100,,NSE,1.000000
7069,6545,NYKAA-EQ,NYKAA,,-1.000000,1,,NSE,1.000000
7070,6643,SJS-EQ,SJS,,-1.000000,1,,NSE,10.000000
7071,6874,74GS2035-GS,74GS2035,,-1.000000,1,,NSE,1.000000
7072,6818,LATENTVIEW-EQ,LATENTVIEW,,-1.000000,1,,NSE,5.000000
7073,6898,826GS2027-GS,826GS2027,,-1.000000,1,,NSE,1.000000
7074,6981,83GS2040-GS,83GS2040,,-1.000000,1,,NSE,1.000000
7075,6990,684RJ31B-SG,684RJ31B,,-1.000000,100,,NSE,1.000000
7076,6991,687SK31-SG,687SK31,,-1.000000,100,,NSE,1.000000
7077,7088,86GS2028-GS,86GS2028,,-1.000000,1,,NSE,1.000000
7078,714,SHALBY-EQ,SHALBY,,-1.000000,1,,NSE,1.000000
7079,7193,662GS2051-GS,662GS2051,,-1.000000,1,,NSE,1.000000
7080,7211,JETFREIGHT-EQ,JETFREIGHT,,-1.000000,1,,NSE,1.000000
7081,7296,698GA31-SG,698GA31,,-1.000000,100,,NSE,1.000000
7082,7376,HPAL-EQ,HPAL,,-1.000000,1,,NSE,1.000000
7083,74,675KA33-SG,675KA33,,-1.000000,100,,NSE,1.000000
7084,739,COROMANDEL-EQ,COROMANDEL,,-1.000000,1,,NSE,10.000000
7085,7457,HAVISHA-EQ,HAVISHA,,-1.000000,1,,NSE,1.000000
7086,7533,702TN31-SG,702TN31,,-1.000000,100,,NSE,1.000000
7087,755855,683JK42-SG,683JK42,,-1.000000,100,,NSE,1.000000
7088,754,656AS30-SG,656AS30,,-1.000000,100,,NSE,1.000000
7089,755940,78ABCL33-N1,78ABCL33,,-1.000000,1,,NSE,1.000000
7090,755956,816ABCL29-NH,816ABCL29,,-1.000000,1,,NSE,1.000000
7091,755948,797ABCL28-N9,797ABCL28,,-1.000000,1,,NSE,1.000000
7092,755950,8016ABCL29-NB,8016ABCL29,,-1.000000,1,,NSE,1.000000
7093,755954,803ABCL33-NF,803ABCL33,,-1.000000,1,,NSE,1.000000
7094,756063,672MH38-SG,672MH38,,-1.000000,100,,NSE,1.000000
7095,755996,10UCL26-ND,10UCL26,,-1.000000,1,,NSE,1.000000
7096,756002,1025UCL27A-NG,1025UCL27A,,-1.000000,1,,NSE,1.000000
7097,756148,182D021025-TB,182D021025,,-1.000000,100,,NSE,1.000000
7098,756102,679HP34-SG,679HP34,,-1.000000,100,,NSE,1.000000
7099,756065,672MH40-SG,672MH40,,-1.000000,100,,NSE,1.000000
7100,756093,677MH37-SG,677MH37,,-1.000000,100,,NSE,1.000000
7101,756150,SILVER360-EQ,SILVER360,,-1.000000,1,,NSE,1.000000
7102,756161,890ALSL27-N0,890ALSL27,,-1.000000,1,,NSE,1.000000
7103,756171,770SHFL27-N0,770SHFL27,,-1.000000,1,,NSE,1.000000
7104,756825,717TCHFL30-N0,717TCHFL30,,-1.000000,1,,NSE,1.000000
7105,756767,661PFCL28-N0,661PFCL28,,-1.000000,1,,NSE,1.000000
7106,756333,995CCSP27-N0,995CCSP27,,-1.000000,1,,NSE,1.000000
7107,756707,707LICH30-N0,707LICH30,,-1.000000,1,,NSE,1.000000
7108,756861,679TS53-SG,679TS53,,-1.000000,100,,NSE,1.000000
7109,756864,677MP37-SG,677MP37,,-1.000000,100,,NSE,1.000000
7110,756838,930PFL27A-N0,930PFL27A,,-1.000000,1,,NSE,1.000000
7111,756869,182D061125-TB,182D061125,,-1.000000,100,,NSE,1.000000
7112,756906,679AP34A-SG,679AP34A,,-1.000000,100,,NSE,1.000000
7113,756915,688PN46-SG,688PN46,,-1.000000,100,,NSE,1.000000
7114,756916,12VCCL29B-N0,12VCCL29B,,-1.000000,1,,NSE,1.000000
7115,757036,671MN40-SG,671MN40,,-1.000000,100,,NSE,1.000000
7116,757,CRISIL-EQ,CRISIL,,-1.000000,1,,NSE,50.000000
7117,757029,740SIHF28-N0,740SIHF28,,-1.000000,1,,NSE,1.000000
7118,757107,DCCL-SM,DCCL,,-1.000000,2000,,NSE,5.000000
7119,757186,930APMD31-N0,930APMD31,,-1.000000,1,,NSE,1.000000
7120,757060,VGINFOTECH-SM,VGINFOTECH,,-1.000000,1000,,NSE,5.000000
7121,757388,684AP39-SG,684AP39,,-1.000000,100,,NSE,1.000000
7122,757384,682AP36-SG,682AP36,,-1.000000,100,,NSE,1.000000
7123,757382,664ML35-SG,664ML35,,-1.000000,100,,NSE,1.000000
7124,758,651KA30-SG,651KA30,,-1.000000,100,,NSE,1.000000
7125,757389,688MP41-SG,688MP41,,-1.000000,100,,NSE,1.000000
7126,757487,910HFL35-N0,910HFL35,,-1.000000,1,,NSE,1.000000
7127,757898,719JCL28-N0,719JCL28,,-1.000000,1,,NSE,1.000000
7128,7856,724UP32-SG,724UP32,,-1.000000,100,,NSE,1.000000
7129,7710,714WB32-SG,714WB32,,-1.000000,100,,NSE,1.000000
7130,7855,723MN32-SG,723MN32,,-1.000000,100,,NSE,1.000000
7131,7623,ALPSINDUS-BE,ALPSINDUS,,-1.000000,1,,NSE,1.000000
7132,7880,AUTOBEES-EQ,AUTOBEES,,-1.000000,1,,NSE,1.000000
7133,7872,735KA36-SG,735KA36,,-1.000000,100,,NSE,1.000000
7134,7899,724RJ32-SG,724RJ32,,-1.000000,100,,NSE,1.000000
7135,7986,1060ECL29-NS,1060ECL29,,-1.000000,1,,NSE,1.000000
7136,8122,737AP38-SG,737AP38,,-1.000000,100,,NSE,1.000000
7137,8050,MAHLIFE-EQ,MAHLIFE,,-1.000000,1,,NSE,5.000000
7138,8024,CINEVISTA-EQ,CINEVISTA,,-1.000000,1,,NSE,1.000000
7139,8136,724RJ32A-SG,724RJ32A,,-1.000000,100,,NSE,1.000000
7140,8124,AJANTPHARM-EQ,AJANTPHARM,,-1.000000,1,,NSE,10.000000
7141,8413,MIDCAPETF-EQ,MIDCAPETF,,-1.000000,1,,NSE,1.000000
7142,822,BANKA-EQ,BANKA,,-1.000000,1,,NSE,1.000000
7143,8167,MANYAVAR-EQ,MANYAVAR,,-1.000000,1,,NSE,5.000000
7144,8398,SHIGAN-ST,SHIGAN,,-1.000000,1500,,NSE,5.000000
7145,8491,719TN32-SG,719TN32,,-1.000000,100,,NSE,1.000000
7146,846,64GJ30A-SG,64GJ30A,,-1.000000,100,,NSE,1.000000
7147,8552,BLUECOAST-BE,BLUECOAST,,-1.000000,1,,NSE,1.000000
7148,8546,CHALET-EQ,CHALET,,-1.000000,1,,NSE,5.000000
7149,8575,726HR32-SG,726HR32,,-1.000000,100,,NSE,1.000000
7150,8653,BSL-BE,BSL,,-1.000000,1,,NSE,1.000000
7151,8642,97SFL29-YZ,97SFL29,,-1.000000,1,,NSE,1.000000
7152,8568,HITECHGEAR-BE,HITECHGEAR,,-1.000000,1,,NSE,5.000000
7153,8654,MOLOWVOL-EQ,MOLOWVOL,,-1.000000,1,,NSE,1.000000
7154,8683,729GJ32-SG,729GJ32,,-1.000000,100,,NSE,1.000000
7155,87,667RJ30-SG,667RJ30,,-1.000000,100,,NSE,1.000000
7156,8676,ABSLFTTQDG-MF,ABSLFTTQDG,,-1.000000,1,,NSE,1.000000
7157,8766,SGBFEB27-GB,SGBFEB27,,-1.000000,1,,NSE,1.000000
7158,8825,PRIVISCL-EQ,PRIVISCL,,-1.000000,1,,NSE,10.000000
7159,881,DRREDDY-EQ,DRREDDY,,-1.000000,1,,NSE,10.000000
7160,8735,PROPEQUITY-SM,PROPEQUITY,,-1.000000,600,,NSE,5.000000
7161,8827,AVROIND-EQ,AVROIND,,-1.000000,1,,NSE,1.000000
7162,8828,GAEL-EQ,GAEL,,-1.000000,1,,NSE,1.000000
7163,8944,RITCO-EQ,RITCO,,-1.000000,1,,NSE,5.000000
7164,9047,710GS2029-GS,710GS2029,,-1.000000,1,,NSE,1.000000
7165,8977,752AP42-SG,752AP42,,-1.000000,100,,NSE,1.000000
7166,9039,UFO-EQ,UFO,,-1.000000,1,,NSE,1.000000
7167,9046,AGROPHOS-EQ,AGROPHOS,,-1.000000,1,,NSE,1.000000
7168,9431,NORBTEAEXP-BE,NORBTEAEXP,,-1.000000,1,,NSE,1.000000
7169,9428,SKIPPER-EQ,SKIPPER,,-1.000000,1,,NSE,5.000000
7170,940,PGHL-EQ,PGHL,,-1.000000,1,,NSE,50.000000
7171,945,SGBJAN26-GB,SGBJAN26,,-1.000000,1,,NSE,1.000000
7172,9438,776AP32-SG,776AP32,,-1.000000,100,,NSE,1.000000
7173,9440,AXISCADES-BE,AXISCADES,,-1.000000,1,,NSE,10.000000
7174,9451,778AP42-SG,778AP42,,-1.000000,100,,NSE,1.000000
7175,9463,SONUINFRA-ST,SONUINFRA,,-1.000000,1500,,NSE,5.000000
7176,955,ESABINDIA-EQ,ESABINDIA,,-1.000000,1,,NSE,50.000000
7177,9516,SFMP1DD-MF,SFMP1DD,,-1.000000,1,,NSE,1.000000
7178,9914,78AP31A-SG,78AP31A,,-1.000000,100,,NSE,1.000000
7179,9928,785AP37-SG,785AP37,,-1.000000,100,,NSE,1.000000
7180,991,65NL30-SG,65NL30,,-1.000000,100,,NSE,1.000000
7181,4907,ENGINERSIN-EQ,ENGINERSIN,,-1.000000,1,,NSE,1.000000
7182,4982,633AS26-SG,633AS26,,-1.000000,100,,NSE,1.000000
7183,5003,712MZ34-SG,712MZ34,,-1.000000,100,,NSE,1.000000
7184,4953,ADROITINFO-EQ,ADROITINFO,,-1.000000,1,,NSE,1.000000
7185,4981,KESORAMIND-BE,KESORAMIND,,-1.000000,1,,NSE,1.000000
7186,5040,70UK31-SG,70UK31,,-1.000000,100,,NSE,1.000000
7187,5033,695GJ31-SG,695GJ31,,-1.000000,100,,NSE,1.000000
7188,5044,714AP36-SG,714AP36,,-1.000000,100,,NSE,1.000000
7189,5072,SHEMAROO-BE,SHEMAROO,,-1.000000,1,,NSE,1.000000
7190,5108,KPIGREEN-EQ,KPIGREEN,,-1.000000,1,,NSE,5.000000
7191,509,MAZDOCK-EQ,MAZDOCK,,-1.000000,1,,NSE,10.000000
7192,5172,699WB30-SG,699WB30,,-1.000000,100,,NSE,1.000000
7193,5194,ANTGRAPHIC-EQ,ANTGRAPHIC,,-1.000000,1,,NSE,1.000000
7194,5143,JAICORPLTD-EQ,JAICORPLTD,,-1.000000,1,,NSE,1.000000
7195,5179,SFMP47DD-MF,SFMP47DD,,-1.000000,1,,NSE,1.000000
7196,5336,70TN31-SG,70TN31,,-1.000000,100,,NSE,1.000000
7197,5234,714AP37-SG,714AP37,,-1.000000,100,,NSE,1.000000
7198,5204,GMDCLTD-EQ,GMDCLTD,,-1.000000,1,,NSE,5.000000
7199,530,BPL-EQ,BPL,,-1.000000,1,,NSE,1.000000
7200,5417,697TN31B-SG,697TN31B,,-1.000000,100,,NSE,1.000000
7201,5343,709TS34-SG,709TS34,,-1.000000,100,,NSE,1.000000
7202,5352,EXXARO-EQ,EXXARO,,-1.000000,1,,NSE,1.000000
7203,5385,AAVAS-EQ,AAVAS,,-1.000000,1,,NSE,10.000000
7204,5569,702AP41-SG,702AP41,,-1.000000,100,,NSE,1.000000
7205,5593,SFMP50DR-MF,SFMP50DR,,-1.000000,1,,NSE,1.000000
7206,5697,698WB36-SG,698WB36,,-1.000000,100,,NSE,1.000000
7207,5671,653CG28-SG,653CG28,,-1.000000,100,,NSE,1.000000
7208,5614,GANESHBE-EQ,GANESHBE,,-1.000000,1,,NSE,1.000000
7209,5742,676TN31-SG,676TN31,,-1.000000,100,,NSE,1.000000
7210,5744,68NL31-SG,68NL31,,-1.000000,100,,NSE,1.000000
7211,5748,CYIENT-EQ,CYIENT,,-1.000000,1,,NSE,10.000000
7212,5850,925SCL26-NR,925SCL26,,-1.000000,1,,NSE,1.000000
7213,5971,659CG28-SG,659CG28,,-1.000000,100,,NSE,1.000000
7214,5865,LAGNAM-EQ,LAGNAM,,-1.000000,1,,NSE,1.000000
7215,5859,889SCL28-NU,889SCL28,,-1.000000,1,,NSE,1.000000
7216,6001,705WB36-SG,705WB36,,-1.000000,100,,NSE,1.000000
7217,6101,70MN31A-SG,70MN31A,,-1.000000,100,,NSE,1.000000
7218,6006,COASTCORP-EQ,COASTCORP,,-1.000000,1,,NSE,1.000000
7219,6082,DYNAMIC-ST,DYNAMIC,,-1.000000,500,,NSE,5.000000
7220,611,66RJ30A-SG,66RJ30A,,-1.000000,100,,NSE,1.000000
7221,6200,875IIFL26-NM,875IIFL26,,-1.000000,1,,NSE,1.000000
7222,6156,ARTNIRMAN-EQ,ARTNIRMAN,,-1.000000,1,,NSE,1.000000
7223,6232,3IINFOLTD-EQ,3IINFOLTD,,-1.000000,1,,NSE,1.000000
7224,6446,CONSUMIETF-EQ,CONSUMIETF,,-1.000000,1,,NSE,1.000000
7225,6462,TECH-EQ,TECH,,-1.000000,1,,NSE,1.000000
7226,630,694TS50A-SG,694TS50A,,-1.000000,100,,NSE,1.000000
7227,6478,698BR30-SG,698BR30,,-1.000000,100,,NSE,1.000000
7228,65,663GJ29-SG,663GJ29,,-1.000000,100,,NSE,1.000000
7229,6485,708AP35-SG,708AP35,,-1.000000,100,,NSE,1.000000
7230,6564,70AP39B-SG,70AP39B,,-1.000000,100,,NSE,1.000000
7231,6749,698WB37-SG,698WB37,,-1.000000,100,,NSE,1.000000
7232,6881,692HP33-SG,692HP33,,-1.000000,100,,NSE,1.000000
7233,6743,69KA31-SG,69KA31,,-1.000000,100,,NSE,1.000000
7234,6935,683GS2039-GS,683GS2039,,-1.000000,1,,NSE,1.000000
7235,6934,MODIRUBBER-BE,MODIRUBBER,,-1.000000,1,,NSE,1.000000
7236,6961,MENONBE-EQ,MENONBE,,-1.000000,1,,NSE,1.000000
7237,7106,824GS2033-GS,824GS2033,,-1.000000,1,,NSE,1.000000
7238,7142,761GS2030-GS,761GS2030,,-1.000000,1,,NSE,1.000000
7239,7109,JMA-EQ,JMA,,-1.000000,1,,NSE,1.000000
7240,7353,SETFNN50-EQ,SETFNN50,,-1.000000,1,,NSE,1.000000
7241,7385,FOCE-SM,FOCE,,-1.000000,100,,NSE,5.000000
7242,742,COSMOFIRST-EQ,COSMOFIRST,,-1.000000,1,,NSE,10.000000
7243,7413,MANAKCOAT-EQ,MANAKCOAT,,-1.000000,1,,NSE,1.000000
7244,7406,GLENMARK-EQ,GLENMARK,,-1.000000,1,,NSE,10.000000
7245,7519,703HP31-SG,703HP31,,-1.000000,100,,NSE,1.000000
7246,7549,714AP40-SG,714AP40,,-1.000000,100,,NSE,1.000000
7247,7540,714AP35-SG,714AP35,,-1.000000,100,,NSE,1.000000
7248,755925,684TS56-SG,684TS56,,-1.000000,100,,NSE,1.000000
7249,755856,687TS47-SG,687TS47,,-1.000000,100,,NSE,1.000000
7250,7550,714AP41B-SG,714AP41B,,-1.000000,100,,NSE,1.000000
7251,755941,8ABCL26-N2,8ABCL26,,-1.000000,1,,NSE,1.000000
7252,756006,727SHFL27-N0,727SHFL27,,-1.000000,1,,NSE,1.000000
7253,756008,735SFL27-N0,735SFL27,,-1.000000,1,,NSE,1.000000
7254,756031,815ANN31-N0,815ANN31,,-1.000000,1,,NSE,1.000000
7255,756029,815ANN32-N0,815ANN32,,-1.000000,1,,NSE,1.000000
7256,756086,GROWWMOM50-EQ,GROWWMOM50,,-1.000000,1,,NSE,1.000000
7257,756141,930IIFL27-NX,930IIFL27,,-1.000000,1,,NSE,1.000000
7258,756139,9IIFL26-NV,9IIFL26,,-1.000000,1,,NSE,1.000000
7259,756153,960IIFL30-Y2,960IIFL30,,-1.000000,1,,NSE,1.000000
7260,756743,694PGCIL35-N0,694PGCIL35,,-1.000000,1,,NSE,1.000000
7261,756163,865HHFL30-N0,865HHFL30,,-1.000000,1,,NSE,1.000000
7262,756722,687REC30-N0,687REC30,,-1.000000,1,,NSE,1.000000
7263,756808,651UP32-SG,651UP32,,-1.000000,100,,NSE,1.000000
7264,756807,642JK31-SG,642JK31,,-1.000000,100,,NSE,1.000000
7265,756812,665GJ37-SG,665GJ37,,-1.000000,100,,NSE,1.000000
7266,756854,667AP32-SG,667AP32,,-1.000000,100,,NSE,1.000000
7267,756870,364D070526-TB,364D070526,,-1.000000,100,,NSE,1.000000
7268,756855,661GJ32-SG,661GJ32,,-1.000000,100,,NSE,1.000000
7269,756876,759GIL30-N0,759GIL30,,-1.000000,1,,NSE,1.000000
7270,756878,7IREDAL30-N0,7IREDAL30,,-1.000000,1,,NSE,1.000000
7271,756900,MON50EQUAL-EQ,MON50EQUAL,,-1.000000,1,,NSE,1.000000
7272,756914,688PN45-SG,688PN45,,-1.000000,100,,NSE,1.000000
7273,756994,727TCHFL28-N0,727TCHFL28,,-1.000000,1,,NSE,1.000000
7274,757118,686TS47-SG,686TS47,,-1.000000,100,,NSE,1.000000
7275,757116,688PN45A-SG,688PN45A,,-1.000000,100,,NSE,1.000000
7276,757045,72092LTF27-N0,72092LTF27,,-1.000000,1,,NSE,1.000000
7277,757393,692HP45-SG,692HP45,,-1.000000,100,,NSE,1.000000
7278,757399,661AP34-SG,661AP34,,-1.000000,100,,NSE,1.000000
7279,757386,677KL37-SG,677KL37,,-1.000000,100,,NSE,1.000000
7280,757174,930APMD34-N0,930APMD34,,-1.000000,1,,NSE,1.000000
7281,767,689MP40-SG,689MP40,,-1.000000,100,,NSE,1.000000
7282,757915,681RL36-N0,681RL36,,-1.000000,1,,NSE,1.000000
7283,757639,778AIFL30-N0,778AIFL30,,-1.000000,1,,NSE,1.000000
7284,758292,725SIHF28-N0,725SIHF28,,-1.000000,1,,NSE,1.000000
7285,7715,722AP42-SG,722AP42,,-1.000000,100,,NSE,1.000000
7286,7671,875IHFL29-ND,875IHFL29,,-1.000000,1,,NSE,1.000000
7287,7674,IIFLHF29-NE,IIFLHF29,,-1.000000,1,,NSE,1.000000
7288,7777,889SCFL27-YC,889SCFL27,,-1.000000,1,,NSE,1.000000
7289,7857,723WB32-SG,723WB32,,-1.000000,100,,NSE,1.000000
7290,778,KEEPLEARN-EQ,KEEPLEARN,,-1.000000,1,,NSE,1.000000
7291,7852,INOXWIND-EQ,INOXWIND,,-1.000000,1,,NSE,1.000000
7292,7898,729MZ33-SG,729MZ33,,-1.000000,100,,NSE,1.000000
7293,7861,733MP42-SG,733MP42,,-1.000000,100,,NSE,1.000000
7294,7975,1015ECL29-NR,1015ECL29,,-1.000000,1,,NSE,1.000000
7295,8006,732KA34-SG,732KA34,,-1.000000,100,,NSE,1.000000
7296,8083,CROWN-EQ,CROWN,,-1.000000,1,,NSE,1.000000
7297,8138,732AS32-SG,732AS32,,-1.000000,100,,NSE,1.000000
7298,8130,705MZ29-SG,705MZ29,,-1.000000,100,,NSE,1.000000
7299,8128,699MH29-SG,699MH29,,-1.000000,100,,NSE,1.000000
7300,8301,713KA38-SG,713KA38,,-1.000000,100,,NSE,1.000000
7301,8140,734MN32-SG,734MN32,,-1.000000,100,,NSE,1.000000
7302,8401,SGBMAR30X-GB,SGBMAR30X,,-1.000000,1,,NSE,1.000000
7303,8354,725GJ32-SG,725GJ32,,-1.000000,100,,NSE,1.000000
7304,843,64KA30B-SG,64KA30B,,-1.000000,100,,NSE,1.000000
7305,8319,648RJ27-SG,648RJ27,,-1.000000,100,,NSE,1.000000
7306,849,642UP30-SG,642UP30,,-1.000000,100,,NSE,1.000000
7307,8501,741PN42-SG,741PN42,,-1.000000,100,,NSE,1.000000
7308,8585,NLCINDIA-EQ,NLCINDIA,,-1.000000,1,,NSE,1.000000
7309,8469,MITCON-EQ,MITCON,,-1.000000,1,,NSE,1.000000
7310,8632,LOWVOL1-EQ,LOWVOL1,,-1.000000,1,,NSE,1.000000
7311,8645,SFMP61DD-MF,SFMP61DD,,-1.000000,1,,NSE,1.000000
7312,8647,SFMP61DR-MF,SFMP61DR,,-1.000000,1,,NSE,1.000000
7313,8685,73TN32-SG,73TN32,,-1.000000,100,,NSE,1.000000
7314,913,EQUITASBNK-EQ,EQUITASBNK,,-1.000000,1,,NSE,1.000000
7315,92,668UP30-SG,668UP30,,-1.000000,100,,NSE,1.000000
7316,9344,727HR30-SG,727HR30,,-1.000000,100,,NSE,1.000000
7317,9273,843SCL27-YS,843SCL27,,-1.000000,1,,NSE,1.000000
7318,9345,745AP37-SG,745AP37,,-1.000000,100,,NSE,1.000000
7319,9449,776PN37-SG,776PN37,,-1.000000,100,,NSE,1.000000
7320,9437,763MH30-SG,763MH30,,-1.000000,100,,NSE,1.000000
7321,936,DPABHUSHAN-EQ,DPABHUSHAN,,-1.000000,1,,NSE,10.000000
7322,9530,746AP27-SG,746AP27,,-1.000000,100,,NSE,1.000000
7323,9532,77RJ32-SG,77RJ32,,-1.000000,100,,NSE,1.000000
7324,9480,LICI-EQ,LICI,,-1.000000,1,,NSE,5.000000
7325,9517,SFMP1DR-MF,SFMP1DR,,-1.000000,1,,NSE,1.000000
7326,9610,ICDSLTD-BE,ICDSLTD,,-1.000000,1,,NSE,1.000000
7327,9717,772JK32-SG,772JK32,,-1.000000,100,,NSE,1.000000
7328,9708,769MZ31-SG,769MZ31,,-1.000000,100,,NSE,1.000000
7329,9652,RELCHEMQ-EQ,RELCHEMQ,,-1.000000,1,,NSE,1.000000
7330,9724,772MH34-SG,772MH34,,-1.000000,100,,NSE,1.000000
7331,9756,EMUDHRA-EQ,EMUDHRA,,-1.000000,1,,NSE,5.000000
7332,9770,763HR28-SG,763HR28,,-1.000000,100,,NSE,1.000000
7333,976,643AP30-SG,643AP30,,-1.000000,100,,NSE,1.000000
7334,9830,807AP36-SG,807AP36,,-1.000000,100,,NSE,1.000000
7335,9858,FIDEL-SM,FIDEL,,-1.000000,1000,,NSE,5.000000
7336,9873,769HR27-SG,769HR27,,-1.000000,100,,NSE,1.000000
7337,9872,804AP42-SG,804AP42,,-1.000000,100,,NSE,1.000000
7338,9864,NEXTMEDIA-BE,NEXTMEDIA,,-1.000000,1,,NSE,1.000000
7339,9874,GOLDTECH-EQ,GOLDTECH,,-1.000000,1,,NSE,1.000000
7340,9923,788NL32-SG,788NL32,,-1.000000,100,,NSE,1.000000
7341,9939,ONEPOINT-EQ,ONEPOINT,,-1.000000,1,,NSE,1.000000
7342,9902,AXITA-EQ,AXITA,,-1.000000,1,,NSE,1.000000
7343,9982,85PFL26A-N7,85PFL26A,,-1.000000,1,,NSE,1.000000
7344,9985,BHALCHANDR-IT,BHALCHANDR,,-1.000000,11765,,NSE,5.000000
7345,24753,723TN34-SG,723TN34,,-1.000000,100,,NSE,1.000000
7346,24678,ESPRIT-SM,ESPRIT,,-1.000000,1600,,NSE,5.000000
7347,24682,910CIFL31-N0,910CIFL31,,-1.000000,1,,NSE,1.000000
7348,24762,728TS46-SG,728TS46,,-1.000000,100,,NSE,1.000000
7349,24754,726MP35-SG,726MP35,,-1.000000,100,,NSE,1.000000
7350,24775,799RCFL27-N0,799RCFL27,,-1.000000,1,,NSE,1.000000
7351,24805,755RECL26-N0,755RECL26,,-1.000000,1,,NSE,1.000000
7352,24843,728TS38-SG,728TS38,,-1.000000,100,,NSE,1.000000
7353,24839,706GJ29-SG,706GJ29,,-1.000000,100,,NSE,1.000000
7354,24867,POSITRON-ST,POSITRON,,-1.000000,300,,NSE,5.000000
7355,24895,719TN34-SG,719TN34,,-1.000000,100,,NSE,1.000000
7356,24882,BALCO-ST,BALCO,,-1.000000,1200,,NSE,5.000000
7357,24991,727AP41-SG,727AP41,,-1.000000,100,,NSE,1.000000
7358,24992,727RJ42-SG,727RJ42,,-1.000000,100,,NSE,1.000000
7359,24997,722MH49-SG,722MH49,,-1.000000,100,,NSE,1.000000
7360,24979,731RECL39-N0,731RECL39,,-1.000000,1,,NSE,1.000000
7361,25000,723JK54-SG,723JK54,,-1.000000,100,,NSE,1.000000
7362,25010,720MH34-SG,720MH34,,-1.000000,100,,NSE,1.000000
7363,25017,BODALCHEM-EQ,BODALCHEM,,-1.000000,1,,NSE,1.000000
7364,25057,VDEAL-ST,VDEAL,,-1.000000,1200,,NSE,5.000000
7365,25102,725WB45-SG,725WB45,,-1.000000,100,,NSE,1.000000
7366,25090,723MH35-SG,723MH35,,-1.000000,100,,NSE,1.000000
7367,25086,TREEHOUSE-BE,TREEHOUSE,,-1.000000,1,,NSE,1.000000
7368,25218,723MZ38-SG,723MZ38,,-1.000000,100,,NSE,1.000000
7369,25178,TDPOWERSYS-EQ,TDPOWERSYS,,-1.000000,1,,NSE,5.000000
7370,25248,AUSL-SM,AUSL,,-1.000000,2000,,NSE,5.000000
7371,25143,745ABL34-N0,745ABL34,,-1.000000,1,,NSE,1.000000
7372,25296,99AEL29-N7,99AEL29,,-1.000000,1,,NSE,1.000000
7373,25358,PGEL-EQ,PGEL,,-1.000000,1,,NSE,5.000000
7374,25372,785TRPEL34-N0,785TRPEL34,,-1.000000,1,,NSE,1.000000
7375,25398,ARKADE-EQ,ARKADE,,-1.000000,1,,NSE,1.000000
7376,25470,695KA28-SG,695KA28,,-1.000000,100,,NSE,1.000000
7377,2548,717AS31-SG,717AS31,,-1.000000,100,,NSE,1.000000
7378,25486,TIJARIA-BE,TIJARIA,,-1.000000,1,,NSE,1.000000
7379,25597,MANBA-EQ,MANBA,,-1.000000,1,,NSE,1.000000
7380,25652,TECHERA-SM,TECHERA,,-1.000000,800,,NSE,5.000000
7381,25554,SCL25924C-N1,SCL25924C,,-1.000000,1,,NSE,1.000000
7382,25550,902SCL27C-N1,902SCL27C,,-1.000000,1,,NSE,1.000000
7383,25701,711BR33A-SG,711BR33A,,-1.000000,100,,NSE,1.000000
7384,25691,713AS39-SG,713AS39,,-1.000000,100,,NSE,1.000000
7385,25664,FORGEAUTO-SM,FORGEAUTO,,-1.000000,1200,,NSE,5.000000
7386,25671,SAHASRA-ST,SAHASRA,,-1.000000,400,,NSE,5.000000
7387,25725,BANKPSU-EQ,BANKPSU,,-1.000000,1,,NSE,1.000000
7388,25702,71KL34-SG,71KL34,,-1.000000,100,,NSE,1.000000
